Name,Platform,Year_of_Release,Genre,NA_players,EU_players,JP_players,Other_players,Critic_Score,User_Score,Rating
Lumines: Electronic Symphony,PSV,2012-01-01,Misc,0.09,0.09,0.01,0.04,83,7.8,E
Spec Ops: The Line,PC,2012-01-01,Shooter,0.11,0.09,0,0.02,76,8.2,M
We Sing Pop!,Wii,2012-01-01,Misc,0.05,0.15,0,0.02,nan,,
Risen 2: Dark Waters,PC,2012-01-01,Role-Playing,0,0.19,0,0.03,69,5.6,M
Spirit Camera: The Cursed Memoir,3DS,2012-01-01,Adventure,0.13,0.02,0.06,0.01,54,6.1,T
Risen 2: Dark Waters,PS3,2012-01-01,Role-Playing,0.04,0.13,0.01,0.04,47,5.2,M
LEGO The Lord of the Rings,PC,2012-01-01,Action,0.07,0.13,0,0.03,80,8.2,E10+
Digimon World Re:Digitize,PSP,2012-01-01,Action,0,0,0.22,0,nan,,
Armored Core V,X360,2012-01-01,Simulation,0.13,0.03,0.04,0.01,68,7.2,T
Magician's Quest: Town of Magic,3DS,2012-01-01,Simulation,0,0,0.21,0,nan,,
WipeOut 3 The Game,X360,2012-01-01,Action,0.2,0,0,0.02,nan,,
Journey,PS3,2012-01-01,Adventure,0.04,0.13,0,0.04,92,8.8,E
Heroes of Ruin,3DS,2012-01-01,Role-Playing,0.13,0.07,0,0.02,69,7.4,T
Little Battlers eXperience: Baku Boost,3DS,2012-01-01,Action,0,0,0.21,0,nan,,
Jikkyou Powerful Pro Yakyuu 2012,PS3,2012-01-01,Action,0,0,0.21,0,nan,,
Anarchy Reigns,PS3,2012-01-01,Action,0.1,0.03,0.06,0.02,71,8.2,M
Shining Blade,PSP,2012-01-01,Role-Playing,0,0,0.2,0,nan,,
WipeOut 3 The Game,3DS,2012-01-01,Action,0.18,0,0,0.02,nan,,
Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012-01-01,Action,0,0,0.2,0,nan,,
Code of Princess,3DS,2012-01-01,Action,0.16,0,0.03,0.01,67,7.6,T
Tekken 3D: Prime Edition,3DS,2012-01-01,Fighting,0.06,0.07,0.05,0.01,64,5.9,T
Zone of the Enders HD Collection,X360,2012-01-01,Simulation,0.14,0.03,0.01,0.02,75,8.8,M
Pro Yaky? Spirits 2012,PSP,2012-01-01,Sports,0,0,0.2,0,nan,,
Total War: Shogun 2 - Fall of the Samurai,PC,2012-01-01,Strategy,0.07,0.1,0,0.02,nan,,
Dungeon Hunter Alliance,PSV,2012-01-01,Action,0.07,0.09,0,0.03,49,6.4,T
The Amazing Spider-Man (Console Version),DS,2012-01-01,Action,0.15,0.03,0,0.01,nan,,
Silent Hill: Book of Memories,PSV,2012-01-01,Action,0.1,0.05,0,0.04,58,5.1,M
Aikatsu! Cinderella Lesson,3DS,2012-01-01,Role-Playing,0,0,0.2,0,nan,,
Major League Baseball 2K12,PS3,2012-01-01,Sports,0.18,0,0,0.02,68,4.4,E
The Amazing Spider-Man (Console Version),3DS,2012-01-01,Action,0.15,0.03,0,0.01,nan,,
Danganronpa 2: Goodbye Despair,PSP,2012-01-01,Misc,0,0,0.19,0,nan,,
Just Dance: Greatest Hits,Wii,2012-01-01,Misc,0.14,0.04,0,0.01,nan,tbd,E10+
New Love Plus,3DS,2012-01-01,Simulation,0,0,0.19,0,nan,,
Silent Hill HD Collection,X360,2012-01-01,Action,0.11,0.06,0.01,0.02,69,5.6,M
MLB 12: The Show,PSV,2012-01-01,Sports,0.17,0,0,0.02,76,7.8,E
Street Fighter X Tekken,PSV,2012-01-01,Fighting,0.1,0.04,0.01,0.03,79,7.5,T
Binary Domain,X360,2012-01-01,Action,0.09,0.06,0.02,0.02,74,8,M
Pro Yaky? Spirits 2012,PS3,2012-01-01,Sports,0,0,0.19,0,nan,,
Little Battlers eXperience W,PSP,2012-01-01,Role-Playing,0,0,0.19,0,nan,,
Tekken Tag Tournament 2,WiiU,2012-01-01,Fighting,0.09,0.07,0.01,0.01,nan,,
Ninja Gaiden 3,WiiU,2012-01-01,Action,0.14,0.03,0,0.02,nan,,
Hatsune Miku and Future Stars: Project Mirai,3DS,2012-01-01,Misc,0,0,0.18,0,nan,,
Syndicate,X360,2012-01-01,Shooter,0.1,0.06,0,0.02,74,7.1,M
Zumba Fitness Rush,X360,2012-01-01,Sports,0,0.16,0,0.02,73,6.2,E10+
LEGO Harry Potter: Years 5-7,PSV,2012-01-01,Action,0.07,0.07,0,0.03,64,6.8,E10+
Grand Slam Tennis 2,X360,2012-01-01,Sports,0.1,0.06,0,0.02,71,5.1,E
Pro Evolution Soccer 2013,3DS,2012-01-01,Sports,0.05,0.02,0.1,0.01,nan,,
DiRT Showdown,PS3,2012-01-01,Racing,0.02,0.12,0,0.03,75,6.3,E10+
Transformers: Prime,3DS,2012-01-01,Action,0.13,0.02,0,0.02,nan,,
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012-01-01,Action,0,0,0.17,0,nan,,
The Secret World,PC,2012-01-01,Role-Playing,0.07,0.08,0,0.02,74,8.2,M
Tom Clancy's Ghost Recon: Future Soldier,PC,2012-01-01,Shooter,0.05,0.1,0,0.02,71,4.9,M
Country Dance: All Stars,X360,2012-01-01,Action,0.16,0,0,0.01,nan,5.2,E10+
Anarchy Reigns,X360,2012-01-01,Action,0.12,0.02,0.02,0.01,73,7.9,M
Time and Eternity,PS3,2012-01-01,Role-Playing,0.06,0.03,0.06,0.02,42,5,T
Ridge Racer Unbounded,PS3,2012-01-01,Racing,0.05,0.09,0,0.03,72,6,T
Angry Birds Trilogy,PS3,2012-01-01,Action,0.12,0.02,0,0.03,66,3.7,E
Hyperdimension Neptunia Victory,PS3,2012-01-01,Role-Playing,0.05,0.03,0.06,0.02,55,7.8,T
Just Dance: Disney Party,X360,2012-01-01,Misc,0.13,0.02,0,0.02,nan,tbd,E
The Sims 3: Seasons,PC,2012-01-01,Simulation,0,0.13,0,0.02,73,7.5,T
Culdcept,3DS,2012-01-01,Misc,0,0,0.16,0,nan,,
Toriko: Gourmet Monsters!,3DS,2012-01-01,Role-Playing,0,0,0.16,0,nan,,
Mugen Souls,PS3,2012-01-01,Role-Playing,0.04,0.02,0.08,0.01,55,7.3,T
Naruto: Powerful Shippuden,3DS,2012-01-01,Platform,0.08,0.02,0.04,0.01,71,5.4,E10+
Birds of Steel,X360,2012-01-01,Simulation,0.11,0.03,0,0.01,77,8.9,T
Darksiders II,PC,2012-01-01,Action,0.03,0.1,0,0.02,81,7.8,M
Darksiders II,WiiU,2012-01-01,Action,0.07,0.07,0,0.01,85,8.2,M
The Amazing Spider-Man (Console Version),Wii,2012-01-01,Action,0.1,0.04,0,0.01,nan,,
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012-01-01,Action,0,0,0.15,0,nan,,
Major League Baseball 2K12,Wii,2012-01-01,Sports,0.14,0,0,0.01,nan,tbd,E
Deponia,PC,2012-01-01,Adventure,0,0.13,0,0.02,74,8.2,
WWE '13,Wii,2012-01-01,Action,0.11,0.02,0,0.01,74,6,T
Rayman Origins,3DS,2012-01-01,Platform,0.06,0.08,0,0.01,71,6.3,E10+
F1 2012,PC,2012-01-01,Racing,0.01,0.11,0,0.02,80,6.9,E
Skylanders Giants,3DS,2012-01-01,Action,0.12,0.01,0,0.01,59,5,E10+
Syndicate,PS3,2012-01-01,Shooter,0.07,0.06,0,0.02,75,6.5,M
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012-01-01,Action,0,0,0.14,0,nan,,
Okami,PS3,2012-01-01,Action,0,0,0.14,0,nan,,
Risen 2: Dark Waters,X360,2012-01-01,Role-Playing,0.05,0.08,0,0.01,60,6,M
The Darkness II,PC,2012-01-01,Shooter,0.1,0.03,0,0.01,77,7.6,M
Dynasty Warriors 7: Empires,PS3,2012-01-01,Action,0,0,0.14,0,63,8,T
Farming Simulator 2012,3DS,2012-01-01,Action,0,0.12,0,0.01,nan,,
Nayuta no Kiseki,PSP,2012-01-01,Action,0,0,0.14,0,nan,,
LEGO The Lord of the Rings,DS,2012-01-01,Action,0,0.12,0,0.01,nan,tbd,E10+
Your Shape: Fitness Evolved 2013,WiiU,2012-01-01,Action,0.06,0.07,0,0.01,76,6.3,E10+
Medalot 7,3DS,2012-01-01,Action,0,0,0.13,0,nan,,
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012-01-01,Role-Playing,0,0,0.13,0,nan,,
Tales of the Heroes: Twin Brave,PSP,2012-01-01,Role-Playing,0,0,0.13,0,nan,,
Euro Truck Simulator 2,PC,2012-01-01,Action,0,0.12,0,0.02,79,8.7,
Transformers: Prime,WiiU,2012-01-01,Action,0.09,0.03,0,0.01,nan,,
Persona 4: Arena,X360,2012-01-01,Fighting,0.08,0.01,0.03,0.01,83,7.3,T
Game Party: Champions,WiiU,2012-01-01,Action,0.09,0.03,0,0.01,24,3.5,E
Steel Battalion: Heavy Armor,X360,2012-01-01,Misc,0.08,0.02,0.02,0.01,38,2.4,M
NBA 2K13,WiiU,2012-01-01,Sports,0.07,0.04,0,0.01,85,7,E
WipeOut 3 The Game,WiiU,2012-01-01,Action,0.11,0,0,0.01,nan,,
Puella Magi Madoka Magica Portable,PSP,2012-01-01,Role-Playing,0,0,0.12,0,nan,,
Crush3D,3DS,2012-01-01,Platform,0.07,0.04,0,0.01,71,7.4,E10+
NeverDead,PS3,2012-01-01,Shooter,0.06,0.04,0.01,0.02,50,4.7,M
Sleeping Dogs,PC,2012-01-01,Action,0.06,0.05,0,0.01,81,8.2,M
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012-01-01,Action,0,0,0.12,0,nan,,
James Bond 007: Legends,WiiU,2012-01-01,Shooter,0.06,0.05,0,0.01,nan,,
Summon Night 3,PSP,2012-01-01,Role-Playing,0,0,0.12,0,nan,,
Just Dance: Disney Party,Wii,2012-01-01,Misc,0.01,0.1,0,0.01,nan,tbd,E
Marvel Avengers: Battle for Earth,WiiU,2012-01-01,Action,0.06,0.04,0,0.01,50,5,T
Reality Fighters,PSV,2012-01-01,Fighting,0.05,0.05,0,0.02,54,3.8,T
Yakuza,PS3,2012-01-01,Action,0,0,0.11,0,nan,,
Final Fantasy III,PSP,2012-01-01,Role-Playing,0,0,0.11,0,nan,8.9,T
Pocket Soccer League: Calciobit,3DS,2012-01-01,Sports,0,0,0.11,0,nan,,
Funky Barn,3DS,2012-01-01,Simulation,0.07,0.03,0,0.01,nan,,
Ridge Racer Unbounded,X360,2012-01-01,Racing,0.05,0.05,0,0.01,71,7.7,T
AKB48+Me,3DS,2012-01-01,Action,0,0,0.11,0,nan,,
My Little Sister Can't Be This Cute Portable,PSP,2012-01-01,Action,0,0,0.11,0,nan,,
[Prototype 2],PC,2012-01-01,Action,0.07,0.03,0,0.01,76,6.4,M
Robotics;Notes,PS3,2012-01-01,Adventure,0,0,0.11,0,nan,,
Warriors Orochi 3,PSP,2012-01-01,Action,0,0,0.11,0,nan,,
Kuroko's Basketball: Miracle Game,PSP,2012-01-01,Sports,0,0,0.11,0,nan,,
Aquapazza: Aquaplus Dream Match,PS3,2012-01-01,Fighting,0.05,0,0.05,0.01,75,7.8,T
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012-01-01,Action,0,0,0.11,0,nan,,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012-01-01,Action,0,0,0.1,0,nan,,
Fatal Frame 2: Wii Edition,Wii,2012-01-01,Action,0,0,0.1,0,nan,,
Kidou Senshi Gundam UC,PS3,2012-01-01,Action,0,0,0.1,0,nan,,
Blades of Time,X360,2012-01-01,Action,0.07,0.02,0,0.01,52,6.5,M
Samurai Warriors Chronicles 2nd,3DS,2012-01-01,Action,0,0,0.1,0,nan,,
NASCAR The Game: Inside Line,X360,2012-01-01,Racing,0.09,0,0,0.01,72,3.4,E
Inazuma Eleven GO Strikers 2013,Wii,2012-01-01,Role-Playing,0,0,0.1,0,nan,,
All Kamen Rider: Rider Generation 2,DS,2012-01-01,Action,0,0,0.1,0,nan,,
Tales of Innocence R,PSV,2012-01-01,Role-Playing,0,0,0.1,0,nan,,
NeverDead,X360,2012-01-01,Shooter,0.06,0.03,0,0.01,52,5.5,M
Blades of Time,PS3,2012-01-01,Action,0.04,0.03,0.01,0.01,53,7.2,M
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012-01-01,Adventure,0,0,0.1,0,nan,,
Sol Trigger,PSP,2012-01-01,Role-Playing,0,0,0.1,0,nan,,
Brain Age: Concentration Training,3DS,2012-01-01,Puzzle,0.09,0,0,0.01,71,7.9,E
PhotoKano,PSP,2012-01-01,Adventure,0,0,0.09,0,nan,,
Ouchi Mainichi Tamagotchi,3DS,2012-01-01,Action,0,0,0.09,0,nan,,
Pro Evolution Soccer 2013,Wii,2012-01-01,Sports,0,0.03,0.06,0,nan,tbd,E
Uta no Prince-Sama: Debut,PSP,2012-01-01,Adventure,0,0,0.09,0,nan,,
Major League Baseball 2K12,PSP,2012-01-01,Sports,0.08,0,0,0.01,nan,tbd,E
Resident Evil Chronicles HD,PS3,2012-01-01,Shooter,0,0,0.09,0,nan,,
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012-01-01,Role-Playing,0,0,0.09,0,nan,,
Atelier Totori: The Adventurer of Arland,PSV,2012-01-01,Role-Playing,0,0,0.09,0,nan,,
Romance of the Three Kingdoms XII,PS3,2012-01-01,Strategy,0,0,0.09,0,nan,,
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012-01-01,Action,0,0,0.09,0,nan,,
Lost Heroes,3DS,2012-01-01,Role-Playing,0,0,0.09,0,nan,,
NASCAR The Game: Inside Line,PS3,2012-01-01,Racing,0.07,0,0,0.01,76,4.5,E
Pro Evolution Soccer 2013,PC,2012-01-01,Sports,0,0.07,0,0.01,80,6.9,E
I Am In The Movie,Wii,2012-01-01,Simulation,0,0,0.08,0,nan,,
Warriors Orochi 3 Hyper,WiiU,2012-01-01,Action,0.04,0.02,0.02,0.01,64,7.4,T
Akiba's Trip Plus,PSP,2012-01-01,Adventure,0,0,0.08,0,nan,,
Doraemon: Nobita and the Island of Miracles,3DS,2012-01-01,Action,0,0,0.08,0,nan,,
Game of Thrones,PC,2012-01-01,Role-Playing,0,0.07,0,0.01,58,6.5,M
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012-01-01,Action,0,0,0.08,0,nan,,
Major League Baseball 2K12,DS,2012-01-01,Sports,0.07,0,0,0.01,nan,tbd,E
Need for Speed: Most Wanted,PC,2012-01-01,Racing,0,0.06,0,0.02,82,8.5,T
Conception: Please Give Birth to My Child!,PSP,2012-01-01,Role-Playing,0,0,0.08,0,nan,,
Rayman Origins,PC,2012-01-01,Platform,0,0.06,0,0.01,86,8.4,E10+
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012-01-01,Action,0,0,0.08,0,nan,,
Supremacy MMA,PSV,2012-01-01,Fighting,0.02,0.04,0,0.01,nan,,
AKB1/149: Love Election,PSV,2012-01-01,Adventure,0,0,0.07,0,nan,,
Summon Night 4,PSP,2012-01-01,Role-Playing,0,0,0.07,0,nan,,
Damage Inc.: Pacific Squadron WWII,X360,2012-01-01,Simulation,0.07,0,0,0.01,49,5.5,T
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012-01-01,Adventure,0,0,0.07,0,nan,,
Winning Post 7 2012,PS3,2012-01-01,Sports,0,0,0.07,0,nan,,
E.X. Troopers,3DS,2012-01-01,Shooter,0,0,0.07,0,nan,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012-01-01,Action,0,0,0.07,0,nan,,
I Don't Have Many Friends Portable,PSP,2012-01-01,Adventure,0,0,0.07,0,nan,,
Lost Heroes,PSP,2012-01-01,Role-Playing,0,0,0.07,0,nan,,
The Legend of Heroes VII: The Trail of Zero,PSV,2012-01-01,Role-Playing,0,0,0.07,0,nan,,
Tank! Tank! Tank!,WiiU,2012-01-01,Action,0.02,0.01,0.05,0,nan,,
Fairy Tail: Zelef Kakusei,PSP,2012-01-01,Action,0,0,0.07,0,nan,,
The Testament of Sherlock Holmes,PC,2012-01-01,Adventure,0,0.06,0,0.01,73,8,M
Inversion,PS3,2012-01-01,Shooter,0.03,0.03,0,0.01,56,5.4,M
Brothers in Arms: Furious 4,PS3,2012-01-01,Shooter,0.01,0.05,0,0.01,nan,,M
Heroes Phantasia,PSP,2012-01-01,Role-Playing,0,0,0.07,0,nan,,
Dark Souls,PC,2012-01-01,Role-Playing,0,0.06,0,0.01,nan,,
Alan Wake,PC,2012-01-01,Action,0,0.06,0,0.01,83,8,T
Dynasty Warriors Vs,3DS,2012-01-01,Action,0,0,0.06,0,nan,,
Fist of the North Star: Ken's Rage 2,X360,2012-01-01,Fighting,0.03,0.01,0.02,0,55,7.1,M
Steins;Gate,PS3,2012-01-01,Adventure,0.01,0.02,0.02,0.01,83,8.7,M
Earth Defense Force 2017 Portable,PSV,2012-01-01,Action,0,0,0.06,0,68,7.9,T
Zumba Fitness Core,Wii,2012-01-01,Misc,0,0.06,0,0.01,nan,tbd,E10+
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012-01-01,Action,0,0,0.06,0,nan,,
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012-01-01,Action,0,0,0.06,0,nan,,
JoJo's Bizarre Adventure: All Star Battle,3DS,2012-01-01,Fighting,0.06,0,0,0,nan,,
Smile PreCure! Let's Go! Marchen World,3DS,2012-01-01,Action,0,0,0.06,0,nan,,
I Am In The Movie,PSP,2012-01-01,Simulation,0,0,0.06,0,nan,,
Steins;Gate: Hiyoku Renri no Darling,PSP,2012-01-01,Action,0,0,0.06,0,nan,,
All Kamen Rider: Rider Generation 2,PSP,2012-01-01,Action,0,0,0.06,0,nan,,
Inversion,X360,2012-01-01,Shooter,0.03,0.02,0,0.01,53,6.5,M
Nendoroid Generation,PSP,2012-01-01,Role-Playing,0,0,0.06,0,nan,,
Top Gun: Hard Lock,X360,2012-01-01,Action,0.03,0.02,0,0,54,3.5,T
Pro Yaky? Spirits 2012,PSV,2012-01-01,Sports,0,0,0.06,0,nan,,
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012-01-01,Action,0,0,0.06,0,nan,,
MotorStorm RC,PSV,2012-01-01,Racing,0,0.04,0,0.01,78,6.8,E
Girls RPG: Cinderellife,3DS,2012-01-01,Role-Playing,0,0,0.06,0,nan,,
Fate/Stay Night [Réalta Nua],PSV,2012-01-01,Adventure,0,0,0.06,0,nan,,
The Lost Chronicles of Zerzura,PC,2012-01-01,Adventure,0,0.05,0,0.01,76,6.7,
Minna no Ennichi,3DS,2012-01-01,Action,0,0,0.05,0,nan,,
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012-01-01,Shooter,0,0,0.05,0,nan,,
Persona 2: Eternal Punishment,PSP,2012-01-01,Role-Playing,0,0,0.05,0,nan,,
Koi to Senkyo to Chocolate Portable,PSP,2012-01-01,Adventure,0,0,0.05,0,nan,,
Bakemonogatari Portable,PSP,2012-01-01,Action,0,0,0.05,0,nan,,
Jewel Master: Cradle of Persia,DS,2012-01-01,Puzzle,0,0.04,0,0.01,nan,tbd,E
Detective Conan: Prelude from the Past,DS,2012-01-01,Action,0,0,0.05,0,nan,,
Zumba Fitness Core,X360,2012-01-01,Misc,0,0.05,0,0,77,6.7,E10+
Guild 01,3DS,2012-01-01,Action,0,0,0.05,0,nan,,
G1 Grand Prix,3DS,2012-01-01,Action,0,0,0.05,0,nan,,
Diabolik Lovers,PSP,2012-01-01,Adventure,0,0,0.05,0,nan,,
E.X. Troopers,PS3,2012-01-01,Shooter,0,0,0.05,0,nan,,
Test Drive: Ferrari Legends,X360,2012-01-01,Racing,0.04,0,0,0,nan,,
Time Travelers,PSV,2012-01-01,Adventure,0,0,0.05,0,nan,,
Amnesia Later,PSP,2012-01-01,Misc,0,0,0.05,0,nan,,
Hakuouki: Bakumatsu Musou Roku,PSP,2012-01-01,Action,0,0,0.05,0,nan,,
White Album 2: Shiawase no Mukougawa,PS3,2012-01-01,Adventure,0,0,0.04,0,nan,,
Record of Agarest War: Marriage,PSP,2012-01-01,Role-Playing,0,0,0.04,0,nan,,
Mechanic Escape,PS3,2012-01-01,Platform,0,0,0.04,0,nan,,
Little Battlers eXperience W,PSV,2012-01-01,Role-Playing,0,0,0.04,0,nan,,
Nike+ Kinect Training,X360,2012-01-01,Sports,0.02,0.01,0,0,nan,,
Resident Evil 6,PC,2012-01-01,Shooter,0,0.04,0,0,69,5.9,M
Great Battle Full Blast,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Major League Baseball 2K12,PC,2012-01-01,Sports,0.04,0,0,0,nan,5.7,E
Horses 3D,3DS,2012-01-01,Misc,0.04,0,0,0,nan,6.3,E
Deadliest Warrior: Ancient Combat,X360,2012-01-01,Fighting,0.04,0,0,0,37,6.3,M
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012-01-01,Role-Playing,0,0,0.04,0,nan,,
Test Drive: Ferrari Legends,PS3,2012-01-01,Racing,0.04,0,0,0.01,62,4.9,E
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012-01-01,Action,0,0,0.04,0,nan,,
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012-01-01,Sports,0.04,0,0,0,nan,,
Hanaoni: Yume no Tsudzuki,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Deadliest Warrior: Ancient Combat,PS3,2012-01-01,Fighting,0.04,0,0,0,nan,tbd,M
Sengoku Musou 3 Z Special,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Ben 10 Galactic Racing,PSV,2012-01-01,Racing,0.02,0.01,0,0.01,nan,3.8,E
Winning Post 7 2012,PSP,2012-01-01,Sports,0,0,0.04,0,nan,,
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012-01-01,Role-Playing,0,0,0.04,0,nan,,
Time Travelers,3DS,2012-01-01,Adventure,0,0,0.04,0,nan,,
Resident Evil: Operation Raccoon City,PC,2012-01-01,Action,0,0.03,0,0.01,48,3.8,M
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Tokumei Sentai Go-Busters,DS,2012-01-01,Action,0,0,0.04,0,nan,,
Hunter x Hunter: Wonder Adventure,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Legasista,PS3,2012-01-01,Role-Playing,0,0,0.04,0,68,6.3,T
Ailu de Puzzle,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
Sangoku Koi Senki: Otome no Heihou!,PSP,2012-01-01,Adventure,0,0,0.04,0,nan,,
Detective Conan: Prelude from the Past,PSP,2012-01-01,Action,0,0,0.04,0,nan,,
The Idolmaster: Gravure For You! Vol. 4,PS3,2012-01-01,Misc,0,0,0.03,0,nan,,
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012-01-01,Action,0,0,0.03,0,nan,,
Deer Drive: Legends,3DS,2012-01-01,Action,0.03,0,0,0,nan,tbd,T
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012-01-01,Misc,0,0,0.03,0,nan,,
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012-01-01,Action,0,0,0.03,0,nan,,
K-On! After School Live!! HD Ver.,PS3,2012-01-01,Action,0,0,0.03,0,nan,,
Trine 2,WiiU,2012-01-01,Platform,0,0.03,0,0,nan,,
.hack: Sekai no Mukou ni + Versus,PS3,2012-01-01,Action,0,0,0.03,0,nan,,
Accel World: Ginyoku no Kakusei,PS3,2012-01-01,Adventure,0,0,0.03,0,nan,,
Silverlicious,DS,2012-01-01,Action,0.03,0,0,0,nan,tbd,E
The Binding of Isaac,PC,2012-01-01,Action,0,0.03,0,0,84,8.3,
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012-01-01,Adventure,0,0,0.03,0,nan,,
Accel World: Ginyoku no Kakusei,PSP,2012-01-01,Adventure,0,0,0.03,0,nan,,
The Walking Dead: Season One,PC,2012-01-01,Adventure,0,0.03,0,0.01,nan,,
Top Gun: Hard Lock,PS3,2012-01-01,Action,0,0.02,0,0.01,nan,7.8,T
Zero Escape: Virtue's Last Reward,3DS,2012-01-01,Adventure,0.03,0,0,0,88,8.8,M
Jyuzaengi: Engetsu Sangokuden,PSP,2012-01-01,Action,0,0,0.03,0,nan,,
Rabbids Land,WiiU,2012-01-01,Misc,0.01,0.01,0,0,52,5.2,E10+
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012-01-01,Adventure,0,0,0.03,0,nan,,
The Idolmaster: Gravure For You! Vol. 5,PS3,2012-01-01,Misc,0,0,0.03,0,nan,,
Doom 3 BFG Edition,PC,2012-01-01,Shooter,0,0.02,0,0,59,5.3,M
Oumagatoki: Kaidan Romance,PSP,2012-01-01,Action,0,0,0.03,0,nan,,
NBA 2K13,PC,2012-01-01,Sports,0,0.02,0,0,90,6.8,E
Detective Opera: Milky Holmes 2,PSP,2012-01-01,Adventure,0,0,0.03,0,nan,,
Onechanbara Z Kagura,X360,2012-01-01,Action,0,0,0.03,0,nan,,
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012-01-01,Role-Playing,0,0,0.03,0,nan,,
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012-01-01,Action,0,0,0.03,0,nan,,
Botanicula,PC,2012-01-01,Adventure,0,0.02,0,0,82,8.3,
Tiger & Bunny: On-Air Jack!,PSP,2012-01-01,Action,0,0,0.03,0,nan,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012-01-01,Action,0,0,0.03,0,nan,,
Brothers Conflict: Passion Pink,PSP,2012-01-01,Action,0,0,0.03,0,nan,,
Touch Shot! Love Application,PS3,2012-01-01,Adventure,0,0,0.03,0,nan,,
Tokushu Houdoubu,PSV,2012-01-01,Adventure,0,0,0.03,0,nan,,
Little Busters! Converted Edition,PSV,2012-01-01,Action,0,0,0.03,0,nan,,
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012-01-01,Adventure,0,0,0.03,0,nan,,
Heroes of Hellas 2: Olympia,DS,2012-01-01,Puzzle,0,0.02,0,0,nan,,
Secrets of the Titanic,DS,2012-01-01,Action,0,0.02,0,0,nan,,
Captain Morgane and the Golden Turtle,PC,2012-01-01,Adventure,0,0.02,0,0,54,6.2,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012-01-01,Adventure,0,0,0.03,0,nan,,
Jewel Quest 5: The Sleepless Star,DS,2012-01-01,Action,0,0.02,0,0,nan,,
The Idolmaster: Gravure For You! Vol.7,PS3,2012-01-01,Action,0,0,0.02,0,nan,,
Captain Morgane and the Golden Turtle,DS,2012-01-01,Adventure,0,0.02,0,0,nan,tbd,
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012-01-01,Action,0,0,0.02,0,nan,,
Capcom Digital Collection,X360,2012-01-01,Action,0.02,0.01,0,0,65,5.3,T
Strike Witches: Shirogane no Tsubasa,PSP,2012-01-01,Strategy,0,0,0.02,0,nan,,
QUIZ PARTY,Wii,2012-01-01,Misc,0,0.02,0,0,nan,,
Tropico 4: Modern Times,PC,2012-01-01,Strategy,0,0.02,0,0,78,8,T
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012-01-01,Adventure,0,0,0.02,0,nan,,
